Category,Term,Genes,adj_pval
UP_KEYWORDS,Activator,"ONECUT1, RBM4B, MLLT1, YBX1, ARNTL, SOX2, YY1, ING5, NFIL3, CREB3L2, DNMT3B, E2F4, E2F8, STAT5A, EGR1, EGR2, NKX2-6, KLF13, NCOA5, TFEB, NR1H3, EDF1, ESRRG, NR1D1, PPRC1, KLF15, KLF3, KLF2, SMARCA4, CDK8, KLF7, MYCN, CREB1, MDFIC, TEF, TBL1XR1, NACA, IRF1, NEUROG1, NFE2L1, ATF4",0.109558008
GOTERM_BP_DIRECT,GO:0001649~osteoblast differentiation,"SOX2, UFL1, SYNCRIP, SEMA7A, VCAN, CYP24A1, IGFBP5, MYOC, ALYREF, ITGA11, HNRNPU, ASF1A",1
UP_KEYWORDS,Oxidoreductase,"MOXD1, VKORC1L1, FRRS1, RETSAT, CTBP1, TYRP1, IFI30, ALKBH3, FADS2, ALKBH2, RDH12, SESN1, FTH1, HMOX1, DECR2, PRODH, FDFT1, KDM6B, CYP2J2, HGD, GSTO1, SUOX, PRDX6, SDHB, SOD3, ALDH3A2, CYP39A1, MSRA, CYP24A1, LOX, P4HA2, IVD, BLVRB, CDO1, HPD, MSRB1, ALDH9A1",0.112805137
BIOCARTA,h_ranMSPathway:Role of Ran in mitotic spindle regulation,"TPX2, NUMA1, RCC1, KPNA2, KIF15",0.900594674
GOTERM_BP_DIRECT,GO:0000920~cell separation after cytokinesis,"VPS4B, KIF20A, RNF103-CHMP3, CEP55, CHMP5",1
INTERPRO,"IPR025661:Cysteine peptidase, asparagine active site","CTSL, CTSK, CTSZ, CTSB",1
BIOCARTA,h_circadianPathway:Circadian Rhythms,"PER1, CRY2, CRY1, ARNTL",0.900594674
KEGG_PATHWAY,hsa04978:Mineral absorption,"SLC9A3, TRPV6, FTH1, HMOX1, ATP1B4, ATP1B3, ATP1B2, ATP1A1",0.219510927
GOTERM_CC_DIRECT,GO:0097381~photoreceptor disc membrane,"GNGT1, GRK1, ABCA4, RHO, GUCY2F",0.198044555
INTERPRO,IPR004827:Basic-leucine zipper domain,"CREB1, HLF, TEF, NFIL3, CREB3L2, FOS, NFE2L1, ATF4",1
UP_SEQ_FEATURE,domain:Kinesin-motor,"CENPE, KIF9, KIF18A, KIF4A, KIF2C, KIF20A, KIF15",1
GOTERM_BP_DIRECT,GO:0019886~antigen processing and presentation of exogenous peptide antigen via MHC class II,"CENPE, KIF18A, ACTR1B, FCER1G, SAR1B, CTSL, KIF4A, KIF2C, IFI30, KIF15, LGMN",1
UP_SEQ_FEATURE,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO),"SOX2, KLF8, CTBP1, MBD1, IRF1, ESRRG, FOXL2, FOS, HNRNPA1, KLF3, ARNTL",1
KEGG_PATHWAY,hsa00062:Fatty acid elongation,"ELOVL2, PPT1, ELOVL6, ELOVL7, HACD2, HACD4",0.219510927
SMART,SM00338:BRLZ,"CREB1, HLF, TEF, NFIL3, CREB3L2, FOS, NFE2L1, ATF4",1
INTERPRO,"IPR017441:Protein kinase, ATP binding site","CSF1R, GSK3B, ITK, TESK1, TTK, MYLK, GRK1, AKT3, FYN, JAK2, MAP4K5, PLK4, MAP2K4, TNK2, LIMK1, CSNK2A2, PASK, MAPK14, CDK8, SNRK, MAP3K15, LCK, CDK2, ULK2, PKN2, SIK2, MAP3K14, FRK",1
UP_KEYWORDS,Centromere,"CENPT, MIS12, CDCA8, KNL1, SKA1, CENPE, CENPF, KANSL1, CENPI, NUF2, KNTC1, NEK2, KIF2C",0.136112485
KEGG_PATHWAY,hsa04664:Fc epsilon RI signaling pathway,"MAP2K4, PLA2G4F, MAPK8, FCER1G, AKT3, PIK3R3, RAC3, FYN, PIK3R1, MAPK14",0.219510927
COG_ONTOLOGY,"Posttranslational modification, protein turnover, chaperones","DNAJB1, PSMC5, NFS1, ABCB7, GSTO1, COPS2, DNAJA2, HTRA1, AHSA1, STOM, PRDX6, PHEX",0.276245635
INTERPRO,IPR000504:RNA recognition motif domain,"TIA1, TAF15, ALYREF, RBM4B, PPRC1, HNRNPAB, ELAVL3, SYNCRIP, HNRNPM, RBM15B, U2AF2, EWSR1, HNRNPH1, RAVER2, HNRNPA1, SNRPA, HNRNPA0, EIF3B, SRSF12",1
GOTERM_CC_DIRECT,GO:0005615~extracellular space,"LGALS3BP, PIGR, PROS1, CTSZ, ENO1, PVR, ACTB, C1QTNF1, CTSL, ANPEP, CFL2, CTSK, TIMP2, PTGDS, HGFAC, CTSB, POSTN, SERPINB1, MYOC, NCOA5, APOA1, VASH1, OLFM4, GNL1, PGF, TGFBR3, PLA2G15, VCAN, TWSG1, MMP13, LOX, CD109, CRH, DPEP1, PLBD1, VWA1, VWA2, LALBA, SMPDL3A, NBL1, CSTB, CALCA, SEMA7A, ASAH1, NLGN2, LAMA1, HTRA1, PDGFB, LPL, CFP, THBS4, ERBB3, FAM184A, STC2, UBC, HMOX1, STOM, APOD, C3ORF33, ZSWIM5, S100A11, FGF22, CCL25, FUCA2, GGH, PRDX6, SOD3, MANF, SMARCA4, ACTC1, PPT1, MAN2B1, FAU, CALR, FMOD, TPT1, IL17B, ITM2B",0.226458969
UP_KEYWORDS,Lipid degradation,"GALC, CYP39A1, PLA2G15, PLA2G4F, DAGLA, ABHD4, ABHD2, LPL, PLBD1, PRDX6, PLCD1",0.145506306
GOTERM_CC_DIRECT,GO:0005890~sodium:potassium-exchanging ATPase complex,"ATP1B4, ATP1B3, ATP1B2, ATP1A1",0.226458969
GOTERM_CC_DIRECT,GO:0036021~endolysosome lumen,"CTSL, CTSK, CTSB",0.226458969
SMART,SM00360:RRM,"TIA1, TAF15, ALYREF, RBM4B, PPRC1, HNRNPAB, ELAVL3, SYNCRIP, HNRNPM, RBM15B, U2AF2, EWSR1, HNRNPH1, RAVER2, HNRNPA1, SNRPA, HNRNPA0, EIF3B, SRSF12",1
GOTERM_BP_DIRECT,GO:0043153~entrainment of circadian clock by photoperiod,"PPP1CB, PER1, CRY2, CRY1, RBM4B",1
GOTERM_BP_DIRECT,GO:0007059~chromosome segregation,"CENPT, CENPE, CENPF, NUF2, MIS12, RCC1, NEK2, SLC25A5, SKA1",1
GOTERM_MF_DIRECT,GO:0051010~microtubule plus-end binding,"KIF18A, STIM1, KIF2C, MAPRE1",0.771193798
UP_KEYWORDS,SH2 domain,"STAT5A, ITK, SHE, SH2D4B, LCK, PIK3R3, SLA, FYN, PIK3R1, JAK2, FRK",0.155608408
INTERPRO,"IPR012677:Nucleotide-binding, alpha-beta plait","TIA1, TAF15, ALYREF, RBM4B, UPF3B, LEMD3, PPRC1, HNRNPAB, ELAVL3, SYNCRIP, HNRNPM, RBM15B, U2AF2, EWSR1, HNRNPH1, RAVER2, HNRNPA1, SNRPA, HNRNPA0, EIF3B, SRSF12",1
UP_KEYWORDS,Hydrolase,"MIPEP, PRSS1, ACY3, DAGLA, MCM9, SPPL2A, CTSZ, PRSS27, ATP2A2, CHD4, APEH, PHEX, GLS, PPP1CB, SMPD4, IMPA1, CTSL, ANPEP, CTSK, DHX58, CAPN2, CASP1, PAMR1, HGFAC, CTSB, GEN1, LYPLA2, PLA2G4F, PPTC7, GPCPD1, CDC25A, DCTD, PLA2G15, PTP4A1, NEIL3, MMP14, MMP13, KATNAL1, ESPL1, DPEP1, PLBD1, LCT, FBP1, SMPDL3A, DNASE1L3, ASAH1, VCP, DDX5, ABHD4, PPM1L, ABHD3, PLPPR3, ABHD2, VPS4B, HTRA1, LPL, ATP1A1, PPM1K, ABHD17C, MTMR7, RAD54B, ADAMTS14, DPP7, BTAF1, DHX35, RBBP8, LMLN, CTSA, FUCA1, IRGC, FUCA2, SMARCA5, GGH, NAGA, PRDX6, TMPPE, SMARCA4, GALC, PTPRE, XPNPEP1, PPT1, MAN2B1, NOTUM, PDE7A, PLCD1, LGMN, OTUD3",0.155608408
GOTERM_BP_DIRECT,GO:0032781~positive regulation of ATPase activity,"DNAJB1, CHTOP, AHSA1, ATP1B3, ATP1B2, PFN2",1
UP_SEQ_FEATURE,domain:RRM 3,"SYNCRIP, HNRNPM, TIA1, RBM15B, HNRNPH1, U2AF2, RAVER2, ELAVL3",1
SMART,SM00331:PP2C_SIG,"PPTC7, PPM1L, PPM1K",1
GOTERM_MF_DIRECT,"GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding","EGR1, EGR2, SMAD4, KLF13, HLF, ONECUT1, NR1H3, FOXL2, YBX1, FOS, KLF15, SOX2, NR4A1, CREB1, TEF, IRF1, SIX2, CREB3L2, E2F4, ATF4",0.771193798
KEGG_PATHWAY,hsa04917:Prolactin signaling pathway,"STAT5A, GSK3B, MAPK8, IRF1, AKT3, PIK3R3, FOS, PIK3R1, JAK2, MAPK14",0.266204534
INTERPRO,"IPR001752:Kinesin, motor domain","CENPE, KIF9, KIF18A, KIF4A, KIF2C, KIF20A, KIF15",1
GOTERM_MF_DIRECT,GO:0003727~single-stranded RNA binding,"DLX2, CBX6, AGO1, STRBP, DHX58, SNRPC, HNRNPA1",0.771193798
GOTERM_MF_DIRECT,GO:0031625~ubiquitin protein ligase binding,"UBE2F, GSK3B, EGR2, VCP, GPR37, CUL5, HSPA1L, HSPA5, TNK2, UBE2G2, PRDX6, TRIOBP, GABARAP, PER1, TRAF4, UBE2S, TXNIP, SPOPL, CALR, SLC25A5, FBXO7, ATP6V0C, TRIB2",0.771193798
UP_KEYWORDS,Neurogenesis,"SMARCE1, GSK3B, SEMA7A, FZD3, SMARCD3, BICDL1, FOXN4, ARID1A, RTN4, SMARCA4, ELAVL3, CDC20, DPYSL2, ULK2, FGF13, NEUROG1, HES5, BEND6, ARF6",0.155969981
UP_KEYWORDS,ADP-ribosylation,"YY1, GSK3B, GNA14, TAF15, GNAT2, NUMA1, CTBP1, DNASE1L3",0.155969981
UP_KEYWORDS,Coiled coil,"CCNT1, ZMYND8, STMN2, HNRNPU, PHRF1, SMC2, DHX58, WDR91, NUSAP1, PIEZO1, NEK2, KMT5A, LZTS2, TMPO, PUS3, SH3GLB1, KCNH7, STARD7, LIMCH1, KRT8, ATP1B4, KRT5, CACNA2D4, KNL1, OLFM4, RUNDC3A, SHTN1, SHQ1, SELENOS, STIM1, DAAM1, MAP1B, KIF20A, PHLDB3, FKBP4, HPD, ATF4, ZCCHC8, HSPA4L, PIK3R3, HMMR, PIK3R1, CPLX1, RTN4, CORO1B, SKA1, RPF1, SAV1, MTMR7, PLXNA2, TP53BP2, ATP6V0A2, OTOF, PLXNA1, CLSPN, CEP78, CYP2J2, HEXIM1, SMAD4, IQSEC2, HSPA5, ODF2, ALYREF, RAB3IP, UPF3B, RASSF8, BRI3BP, SMARCA4, TPX2, KIF18A, MAP3K15, TBL2, ATG16L2, KIF4A, GNB3, CALR, NF2, AMOTL1, TMCC1, RNF103-CHMP3, RCOR2, NFE2L1, NUMA1, CCDC124, BICDL1, CHD4, TRIOBP, LMNB2, SYNE2, KIF15, LMNB1, CHAF1A, PSD3, NUF2, TRIM3, MYO18B, EFHD2, CEP55, IKBIP, TRIM62, MYOC, TSC22D2, TFEB, FOS, ARFGAP3, VAMP8, KIF9, CREB1, TRAF4, ANGPTL7, MYH9, EXOC3, FAM193B, KIF2C, VAMP5, VAMP2, CHMP5, HLF, LAMA1, VPS4B, ANKS3, FGL2, MIS12, SDAD1, TRAK1, ARNTL, APOL6, MARVELD2, FAM184A, RBBP8, VPS54, TNNI2, CYTH1, BEND6, EVC2, SMARCE1, PPP1R14B, DEF6, CENPE, CENPF, PSMC5, KRT18, KRT17, TRIM39, KANSL1, KRT14, CCDC174",0.155969981
GOTERM_CC_DIRECT,GO:0042470~melanosome,"ITGB1, PMEL, MMP14, HSPA5, TYRP1, GGH, STOM, CTNS, ATP1B3, ATP1A1, CTSB",0.267281343
GOTERM_MF_DIRECT,GO:0003682~chromatin binding,"DLX2, CCNT2, SMARCD3, CCNT1, ZMYND8, YBX1, BARX2, ING5, CHAF1A, CDC45, DNMT3B, RCC1, HMGN3, HES5, BEND6, SMARCE1, KDM6B, EGR2, SMAD4, NCOA5, MBD1, FOXN4, FOS, HCFC1, CENPF, NCAPD2, NEUROG1, ASF1A, EZH2",0.771193798
UP_SEQ_FEATURE,domain:SH3,"MPP1, SH3GLB1, ITK, TNK2, ARHGEF16, SLA, ASAP1, PIK3R1, CACNB4, LCK, TP53BP2, FYN, FRK, TJP3, SKAP2",1
UP_KEYWORDS,Zymogen,"CTSA, PRSS1, PROS1, CTSZ, PRSS27, MMP14, ADAMTS14, DPP7, MMP13, CTSL, CTSK, CASP1, MAN2B1, LCT, HGFAC, CTSB, LGMN",0.155969981
GOTERM_MF_DIRECT,GO:0003707~steroid hormone receptor activity,"NR4A1, PGRMC2, PAQR5, ABHD2, NR1H3, ESRRG, NR1D1, NR0B2",0.771193798
GOTERM_CC_DIRECT,GO:0071564~npBAF complex,"SMARCE1, SMARCD3, ARID1A, SMARCA4",0.267281343
UP_KEYWORDS,Photoreceptor protein,"OPN1MW, CRY2, RHO, CRY1",0.155969981
GOTERM_BP_DIRECT,GO:1900026~positive regulation of substrate adhesion-dependent cell spreading,"MYOC, RAC3, APOA1, CALR, OLFM4, TRIOBP",1
GOTERM_BP_DIRECT,GO:0043401~steroid hormone mediated signaling pathway,"NR4A1, PGRMC2, PAQR5, ABHD2, NR1H3, ESRRG, NR1D1, NR0B2",1
UP_KEYWORDS,Tyrosine catabolism,"HGD, TAT, HPD",0.162198444
GOTERM_BP_DIRECT,GO:0051382~kinetochore assembly,"CENPT, CENPE, CENPF, MIS12",1
GOTERM_BP_DIRECT,GO:0030007~cellular potassium ion homeostasis,"ATP1B3, ATP1B2, ATP1A1, KCNJ2",1
INTERPRO,IPR001791:Laminin G domain,"CRB1, COL24A1, LAMA1, PROS1, COL9A1, FAT1, COL21A1, THBS4",1
UP_KEYWORDS,Tyrosine-protein kinase,"MAP2K4, ITK, CSF1R, ERBB3, LCK, TNK2, TESK1, FYN, TTK, JAK2, FRK",0.162198444
UP_KEYWORDS,Protein transport,"NAPB, GOLT1B, SAR1B, VPS4B, STXBP2, LIN7A, SNX10, PIK3R1, SDAD1, GABARAP, SEC61A1, SCFD2, TRIM3, TOM1, VPS54, TBC1D17, KPNA2, SEC23B, SNX8, RAB8B, KPNA1, EIF5A, RANBP3, TESC, RAB3IP, ARFGAP3, RAB11A, VAMP8, KIF18A, ATG16L2, NACA, EXOC3, KDELR2, KIF20A, RNF103-CHMP3, CHMP5, ARF6",0.162198444
GOTERM_BP_DIRECT,GO:0030968~endoplasmic reticulum unfolded protein response,"VCP, TBL2, SELENOS, HSPA5, CTH, STC2, CREB3L2",1
UP_SEQ_FEATURE,domain:Ig-like V-type 2,"PIGR, HHLA2, MXRA8, VSIG8, CD276",1
UP_KEYWORDS,Neurotransmitter transport,"SLC6A7, SLC32A1, SLC6A9, SLC6A13, SLC6A11, CPLX1",0.162411963
GOTERM_CC_DIRECT,GO:0030176~integral component of endoplasmic reticulum membrane,"SEC61A1, TBL2, STIM1, SELENOS, HSPA5, ELOVL2, ELOVL6, ELOVL7, HACD2, RTN4, HACD4",0.293039421
GOTERM_CC_DIRECT,GO:0031410~cytoplasmic vesicle,"SH3GLB1, MYOC, SORT1, ARRDC1, APOA1, DLL1, PRDX6, GABARAP, RAB11A, MMP14, PSMC5, DPP7, MARVELD2, MARVELD3, AMOTL1, RHCG, TBC1D17, VAMP2, AGFG1",0.293039421
KEGG_PATHWAY,hsa04960:Aldosterone-regulated sodium reabsorption,"IRS1, PIK3R3, ATP1B4, ATP1B3, ATP1B2, ATP1A1, PIK3R1",0.309883996
UP_KEYWORDS,Nitration,"CPT1A, ACTR1B, SLC32A1, HSPA5, MGST1, LPL, ATP2A2",0.163873338
BIOCARTA,h_arenrf2Pathway:Oxidative Stress Induced Gene Expression Via Nrf2,"MAPK8, CREB1, KEAP1, HMOX1, FOS, MAPK14",1
GOTERM_MF_DIRECT,GO:0008198~ferrous iron binding,"ALKBH3, ALKBH2, FECH, CDO1, ISCU",0.863306861
GOTERM_CC_DIRECT,GO:0043209~myelin sheath,"NAPB, VCP, GDI1, HSPA5, GDI2, ATP1A1, TUBB4B, SYN2, ACTB, DPYSL2, FSCN1, SLC25A5, YWHAG, ARF6",0.294290393
INTERPRO,IPR011009:Protein kinase-like domain,"CSF1R, GSK3B, ITK, TESK1, TTK, GUCY2F, MYLK, GRK1, MAPK8, ERBB3, AKT3, NEK2, FYN, JAK2, MAP4K5, PLK4, MAP2K4, TNK2, LIMK1, CSNK2A2, MASTL, PASK, MAPK14, CDK8, SNRK, MAP3K15, SBK1, LCK, CDK2, ULK2, PKN2, SIK2, TRIB2, MAP3K14, FRK",1
INTERPRO,"IPR000668:Peptidase C1A, papain C-terminal","CTSL, CTSK, CTSZ, CTSB",1
KEGG_PATHWAY,hsa04660:T cell receptor signaling pathway,"GSK3B, ITK, LCK, AKT3, PIK3R3, FYN, FOS, CD247, PIK3R1, MAPK14, NFKBIE, MAP3K14",0.309883996
INTERPRO,IPR000402:Sodium/potassium-transporting ATPase subunit beta,"ATP1B4, ATP1B3, ATP1B2",1
UP_KEYWORDS,Serine/threonine-protein kinase,"GSK3B, TESK1, TTK, MYLK, GRK1, MAPK8, AKT3, NEK2, MAP4K5, PLK4, MAP2K4, TNK2, LIMK1, CSNK2A2, MASTL, PASK, MAPK14, CDK8, SNRK, MAP3K15, SBK1, CDK2, ULK2, PKN2, SIK2, MAP3K14",0.171094664
GOTERM_CC_DIRECT,GO:0008180~COP9 signalosome,"HSPA1L, HSPA5, COPS2, MYH9, AMOTL1, COPS9",0.299840959
GOTERM_MF_DIRECT,GO:0031492~nucleosomal DNA binding,"SMARCE1, SMARCD2, RCC1, CHD4, HMGN3, ACTB, SMARCA4",0.863306861
SMART,SM00129:KISc,"CENPE, KIF9, KIF18A, KIF4A, KIF2C, KIF20A, KIF15",1
KEGG_PATHWAY,hsa04141:Protein processing in endoplasmic reticulum,"VCP, HSPA1L, HSPA5, SAR1B, UBE2E3, HSPA4L, UBE2G2, SEC61A1, DNAJB1, MAPK8, SELENOS, DNAJA2, CAPN2, CALR, SEC23B, RNF185, ATF4",0.309883996
GOTERM_BP_DIRECT,GO:0006572~tyrosine catabolic process,"HGD, TAT, HPD",1
GOTERM_BP_DIRECT,GO:0015812~gamma-aminobutyric acid transport,"SLC32A1, SLC6A13, SLC6A11",1
GOTERM_BP_DIRECT,GO:0016139~glycoside catabolic process,"FUCA1, FUCA2, NAGA",1
GOTERM_BP_DIRECT,GO:0070934~CRD-mediated mRNA stabilization,"SYNCRIP, HNRNPU, YBX1",1
GOTERM_MF_DIRECT,GO:0008020~G-protein coupled photoreceptor activity,"GRK1, OPN1MW, GNAT2, RHO",0.863306861
UP_SEQ_FEATURE,active site:Proton acceptor,"CSF1R, GSK3B, ITK, TESK1, TTK, ENO1, ACAT2, MYLK, GRK1, MAPK8, RDH12, ERBB3, NMRK2, AKT3, NEK2, FYN, JAK2, MAP4K5, PLK4, MAP2K4, CPT1A, TNK2, CSNK2A2, MASTL, PASK, MAPK14, CDK8, SNRK, MAP3K15, SBK1, LCK, IVD, CDK2, ULK2, PKN2, SIK2, MAP3K14, FRK, PFKP, ALDH9A1",1
GOTERM_MF_DIRECT,GO:0051117~ATPase binding,"DNAJB1, NOP58, SDF2L1, SELENOS, LCK, ATP6V0A2, ATP1B3, SNX10, ATP1B2",0.863306861
GOTERM_MF_DIRECT,GO:0019899~enzyme binding,"DDX5, ATP2A2, HACD2, TSPAN33, HACD4, CDC20, MAPK8, U2AF2, STC2, HMOX1, MLEC, FYN, EIF4E, AKIRIN2, HSPA5, SORT1, ACSL6, APOA1, MAPK14, TARBP2, CREB1, SELENOS, NABP2, MAPT, PHLDB3",0.863306861
UP_KEYWORDS,Chromophore,"OPN1MW, CRY2, RHO, CRY1",0.198883504
SMART,SM00645:Pept_C1,"CTSL, CTSK, CTSZ, CTSB",1
INTERPRO,"IPR013128:Peptidase C1A, papain","CTSL, CTSK, CTSZ, CTSB",1
GOTERM_BP_DIRECT,GO:0030148~sphingolipid biosynthetic process,"ALDH3A2, PPM1L, ELOVL2, ELOVL6, ELOVL7, HACD2, HACD4",1
KEGG_PATHWAY,hsa04611:Platelet activation,"ITGB1, PLA2G4F, FCER1G, COL24A1, PIK3R3, PIK3R1, MAPK14, ACTB, MYLK, VAMP8, PPP1CB, STIM1, AKT3, FYN",0.317330199
GOTERM_CC_DIRECT,GO:0071565~nBAF complex,"SMARCE1, SMARCD3, ARID1A, SMARCA4",0.343152659
GOTERM_MF_DIRECT,GO:0016887~ATPase activity,"VCP, HSPA5, ABCB7, VPS4B, ABCA4, SMARCA5, KIF15, SMARCA4, CENPE, PSMC5, KIF9, ACTC1, MYH9, KIF2C, KIF20A, ABCG2",0.872609974
GOTERM_MF_DIRECT,GO:0008134~transcription factor binding,"HES6, SMARCD3, CCNT1, CTBP1, NAB1, KEAP1, PIK3R1, FOS, PPRC1, NR0B2, SMARCA4, PER1, CENPF, PSMC5, MDFIC, SIX2, CRY1, E2F4, RCOR2, TRIB2, HES5, MDFI",0.872609974
GOTERM_BP_DIRECT,GO:0048675~axon extension,"ITGB1, SEMA7A, MAP1B, ULK2, MAPT",1
GOTERM_BP_DIRECT,GO:0045737~positive regulation of cyclin-dependent protein serine/threonine kinase activity,"CCNT2, CCNT1, PDGFB, CCNL1, CKS1B",1
UP_KEYWORDS,Phenylalanine catabolism,"HGD, TAT, HPD",0.20549758
GOTERM_BP_DIRECT,GO:0022617~extracellular matrix disassembly,"MMP14, KIF9, PRSS1, MMP13, CTSL, CTSK, TIMP2, HTRA1, CAPN2",1
KEGG_PATHWAY,hsa05161:Hepatitis B,"STAT5A, MAP2K4, EGR2, SMAD4, EGR3, PIK3R3, PIK3R1, FOS, DDB2, MAPK8, CREB1, AKT3, CDK2, CREB3L2, ATF4",0.317330199
UP_KEYWORDS,Tight junction,"CLDN4, CLDN3, TRAF4, MARVELD2, MARVELD3, FRMPD2, LIN7A, AMOTL1, TJP3",0.209882486
KEGG_PATHWAY,hsa04710:Circadian rhythm,"PER1, CREB1, CRY2, CRY1, NR1D1, ARNTL",0.317330199
SMART,SM00252:SH2,"STAT5A, ITK, SHE, SH2D4B, LCK, PIK3R3, SLA, FYN, PIK3R1, JAK2, FRK",1
KEGG_PATHWAY,hsa05164:Influenza A,"IVNS1ABP, MAP2K4, GSK3B, PRSS1, HSPA1L, PIK3R3, PIK3R1, MAPK14, ACTB, DNAJB1, MAPK8, AKT3, CASP1, JAK2, KPNA2, AGFG1, KPNA1",0.317330199
GOTERM_BP_DIRECT,GO:0031529~ruffle organization,"CSF1R, ARFIP2, CORO1B, ARF6",1
UP_SEQ_FEATURE,domain:Ig-like V-type 1,"PIGR, HHLA2, MXRA8, VSIG8, CD276",1
GOTERM_CC_DIRECT,GO:0005667~transcription factor complex,"IVNS1ABP, HES6, SMAD4, HELT, CTBP1, FOS, BARX2, ARNTL, SOX2, YY1, NR4A1, GSC, CDK2, E2F4, RCOR2, E2F8",0.343152659
GOTERM_CC_DIRECT,GO:0005791~rough endoplasmic reticulum,"SEC61A1, MYOC, CA4, TMEM97, PTGDS, HGFAC, KCNJ2",0.343152659
GOTERM_CC_DIRECT,GO:0030027~lamellipodium,"ITGB1, TESC, RAB3IP, STMN2, CORO1B, MYLK, SHTN1, ACTC1, FSCN1, FAT1, RAC3, PKN2, NF2, AMOTL1",0.343152659
UP_KEYWORDS,Chromatin regulator,"SMARCE1, KDM6B, CBX6, SMARCD2, SMARCD3, DTX3L, SMARCA5, CHD4, ARID1A, SMARCA4, HCFC1, ING5, KANSL1, TBL1XR1, WDR5, KMT5A, JAK2, HMGN3, ASF1A, EZH2",0.221339845
GOTERM_BP_DIRECT,GO:0051090~regulation of sequence-specific DNA binding transcription factor activity,"MAPK8, HMOX1, FOS, C3ORF33, MAPK14",1
GOTERM_CC_DIRECT,GO:0005730~nucleolus,"MIDN, CCNT1, CDCA7L, FBXO25, SMC2, PPP1CB, CHAF1A, NUSAP1, NEK2, CTSB, EDF1, FBXO11, ILF3, SHQ1, MDFIC, DKC1, EWSR1, SNRPA, CSTB, DDX5, MRI1, RBM4B, CDCA8, MLLT1, SDAD1, ACAT2, RPF1, DNAJB1, RBM15B, NFS1, DNAJC21, RBBP8, HMOX1, EXOSC1, FGF22, JAZF1, PLK4, NOP58, CHTOP, TAF15, SMARCA5, UPF3B, SRP68, SMARCA4, CDK8, HNRNPM, KRT18, TCEA1, NF2, FGF13, RSL24D1",0.343152659
BIOCARTA,h_biopeptidesPathway:Bioactive Peptide Induced Signaling Pathway,"STAT5A, GNGT1, MAPK8, FYN, MAPT, JAK2, MAPK14, MYLK",1
GOTERM_CC_DIRECT,GO:0043234~protein complex,"SMARCD2, GDI1, SLC41A1, CDCA8, ATP2A2, CHD4, ATP1A1, ACTB, CDC20, UFL1, CHAF1A, DPYSL2, NEK2, FBXO7, SMARCE1, SH3GLB1, NR0B2, RAB11A, SMARCA4, DDB2, CDK8, STIM1, AKT1S1, MYH9, PKN2, FKBP4, ASF1A, PVALB",0.343152659
GOTERM_CC_DIRECT,GO:0005828~kinetochore microtubule,"KIF18A, KNTC1, RAB11A",0.343152659
GOTERM_CC_DIRECT,GO:0070937~CRD-mediated mRNA stability complex,"SYNCRIP, HNRNPU, YBX1",0.343152659
GOTERM_CC_DIRECT,GO:0071204~histone pre-mRNA 3'end processing complex,"SYNCRIP, SLBP, YBX1",0.343152659
GOTERM_BP_DIRECT,GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway,"TGFBR3, HSPA5, CD109, UBC, ONECUT1, HTRA1, LDLRAD4, LEMD3",1
INTERPRO,"IPR002035:von Willebrand factor, type A","ITGB1, ITGB5, ITGA11, VWA1, COL21A1, VWA2, CACNA2D4, SEC23B, ANTXR1, VWA7",1
INTERPRO,IPR000980:SH2 domain,"STAT5A, ITK, SHE, SH2D4B, LCK, PIK3R3, SLA, FYN, PIK3R1, JAK2, FRK",1
KEGG_PATHWAY,hsa04510:Focal adhesion,"ITGB1, GSK3B, COL24A1, ITGB5, LAMA1, PDGFB, PIK3R3, PIK3R1, PGF, THBS4, ACTB, MYLK, PPP1CB, MAPK8, AKT3, ITGA11, CAPN2, RAC3, FYN",0.335002076
GOTERM_CC_DIRECT,GO:0016363~nuclear matrix,"YY1, HNRNPM, CENPF, NUMA1, CFL2, MBD1, KIF4A, KRT8, JAK2, LMNB1",0.350686294
KEGG_PATHWAY,hsa04668:TNF signaling pathway,"MAP2K4, MMP14, MAPK8, CREB1, AKT3, CREB3L2, PIK3R3, FOS, PIK3R1, MAPK14, MAP3K14, ATF4",0.335002076
GOTERM_BP_DIRECT,GO:0014037~Schwann cell differentiation,"EGR2, ERBB3, NAB1",1
GOTERM_BP_DIRECT,GO:0000018~regulation of DNA recombination,"ALYREF, KPNA2, KPNA1",1
GOTERM_MF_DIRECT,GO:0097322~7SK snRNA binding,"HEXIM1, CCNT2, CCNT1",1
GOTERM_BP_DIRECT,GO:0006468~protein phosphorylation,"GSK3B, CALCA, CCNT2, CCNT1, CTBP1, PDGFB, PIK3R1, GUCY2F, MYLK, GRK1, MAPK8, AKT3, RHO, NEK2, FYN, JAK2, MAP4K5, PLK4, LIMK1, CSNK2A2, PASK, CDK8, SNRK, ILF3, SBK1, CREB1, LCK, PKN2, SIK2, TRIB2, FRK",1
GOTERM_BP_DIRECT,GO:0001953~negative regulation of cell-matrix adhesion,"POSTN, MYOC, NF2, PIK3R1",1
GOTERM_MF_DIRECT,GO:0008234~cysteine-type peptidase activity,"ESPL1, CTSL, CTSK, CTSZ, CAPN2, CTSB",1
